has_reentrancy,has_access_control_issues,has_timestamp_dependency,has_unchecked_call,has_reentrancy_unlimited,has_reentrancy_benign,has_reentrancy_events,has_unchecked_transfer,has_controlled_delegatecall,has_delegatecall_loop,has_uninitialized_state,has_uninitialized_storage,has_uninitialized_local,has_tx_origin,has_inline_assembly,has_locked_ether,has_msg_value_loop,has_shadowing_state,has_shadowing_builtin,has_shadowing_abstract,has_unused_state_vars,has_unused_return_values,has_incorrect_solc_version,has_floating_pragma,has_outdated_compiler,high_severity_count,medium_severity_count,low_severity_count,num_functions,num_external_calls,num_state_vars,num_modifiers,max_cyclomatic_complexity,num_low_level_calls,lines_of_code,num_contracts_in_file,num_dependencies,avg_function_complexity,num_functions_high_complexity,num_comments,comment_to_code_ratio,num_payable_functions,num_library_calls,inheritance_depth,num_unused_functions,high_confidence_detectors,medium_confidence_detectors,low_confidence_detectors,security_detectors_triggered,optimization_detectors_triggered,unique_vulnerability_types,detectors_per_function,detectors_per_loc,contract_complexity_category,complexity_level,cfg_num_nodes,cfg_num_edges,cfg_num_cycles,cfg_max_depth,cfg_avg_branching,cfg_has_complex_loops,cfg_num_exit_points,cfg_cyclomatic_total,cg_num_nodes,cg_num_edges,cg_max_call_depth,cg_num_external_calls,cg_external_call_ratio,cg_has_cyclic_calls,cg_num_public_entry_points,cg_num_internal_functions,cg_avg_calls_per_function,cg_num_leaf_functions,dfg_num_state_vars,dfg_num_tainted_flows,dfg_has_cross_function_flow,dfg_num_sensitive_sinks,dfg_num_external_sources,dfg_taint_to_sink_ratio,dfg_num_unvalidated_inputs
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,1,0,13,1,1,1.0,0,7,0.5384615384615384,0,0,0,0,3,0,0,1,0,2,0.0,0.0,simple,0,2,1,0,1,0.5,0,0,1,1,1,1,0,0.0,0,1,0,1.0,1,0,0,0,0,0,0.0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,1,1,1,1,0,26,1,1,1.0,0,6,0.23076923076923078,1,0,0,0,3,0,0,0,0,1,0.0,0.0,simple,0,6,3,0,2,0.5,0,0,3,3,2,1,1,0.3333333333333333,0,3,0,0.6666666666666666,4,1,0,1,1,0,0.0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,1,1,1,1,0,26,1,1,1.0,0,6,0.23076923076923078,1,0,0,0,2,0,0,0,0,1,0.0,0.0,simple,0,6,3,0,2,0.5,0,0,3,3,2,1,1,0.3333333333333333,0,3,0,0.6666666666666666,4,1,0,1,1,0,0.0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,1,1,1,0,33,1,1,1.0,0,15,0.45454545454545453,0,0,0,0,3,1,0,0,0,1,0.0,0.0,simple,0,4,2,0,1,0.5,0,0,2,2,0,0,0,0.0,0,2,0,0.0,2,1,1,0,0,1,0.0,1
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,2,1,1,0,1,1,16,1,1,1.0,0,6,0.375,0,0,0,0,5,1,0,1,0,3,0.0,0.0,simple,0,4,2,0,1,0.5,0,0,2,2,1,1,1,0.5,0,2,0,0.5,2,1,1,0,1,2,1.0,1
0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,9,5,3,5,0,1,2,52,2,1,1.0,0,18,0.34615384615384615,1,0,0,0,11,4,0,4,0,5,0.0,0.0,simple,0,10,5,0,3,0.5,0,0,5,5,3,1,3,0.5,0,3,2,0.6,4,5,1,1,3,1,0.3333333333333333,1
1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,2,59,0,0,0,0,0,0,345,3,1,0.0,0,95,0.2753623188405797,0,0,0,0,58,6,0,4,0,7,0.0,0.0,simple,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0.0,0
0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,9,4,2,5,0,3,0,44,2,1,2.5,0,7,0.1590909090909091,0,0,0,0,9,5,0,4,1,5,0.0,0.0,simple,0,23,19,0,7,0.8260869565217391,0,3,10,4,1,1,2,0.6666666666666666,0,3,1,0.25,4,5,0,1,2,0,0.0,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,3,2,1,1,0,3,0,21,1,1,2.0,0,8,0.38095238095238093,2,0,0,0,3,3,0,3,0,3,0.0,0.0,simple,0,8,7,0,5,0.875,0,0,4,2,2,1,1,0.3333333333333333,0,2,0,1.0,3,1,0,1,1,0,0.0,0
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,5,3,2,4,0,3,0,42,1,1,1.6666666666666667,0,22,0.5238095238095238,1,0,0,0,4,4,0,3,1,4,0.0,0.0,simple,0,13,11,0,7,0.8461538461538461,0,0,5,3,2,1,2,0.5,0,2,1,0.6666666666666666,4,4,0,1,2,0,0.0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,1,0,13,1,1,1.0,0,7,0.5384615384615384,0,0,0,0,2,1,0,0,0,2,0.0,0.0,simple,0,2,1,0,1,0.5,0,1,1,1,0,0,0,0.0,0,1,0,0.0,1,0,0,0,0,0,0.0,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,4,3,2,2,0,7,0,31,1,1,3.0,0,7,0.22580645161290322,0,0,0,0,3,4,0,3,0,4,0.0,0.0,simple,0,16,16,0,4,1.0,0,1,9,3,3,2,2,0.4,0,2,1,1.0,2,2,1,1,2,2,0.5,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,6,1,2,0,6,0,37,1,1,1.8333333333333333,0,9,0.24324324324324326,0,0,0,0,2,1,0,0,1,1,0.0,0.0,simple,0,22,18,2,7,0.8181818181818182,1,2,11,6,2,1,1,0.3333333333333333,0,5,1,0.3333333333333333,5,2,1,1,0,2,0.0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,2,3,2,0,4,0,22,1,1,2.5,0,8,0.36363636363636365,0,0,0,0,4,1,0,1,1,2,0.0,0.0,simple,0,10,9,1,5,0.9,0,0,5,2,1,1,3,0.75,0,2,0,0.5,2,2,0,1,1,0,0.0,0
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,7,8,10,11,9,0,9,0,112,1,1,2.6,0,28,0.25,0,0,0,0,3,15,0,9,5,4,0.0,0.0,moderate,1,64,60,2,16,0.9375,0,5,26,10,2,2,11,0.8461538461538461,0,9,1,0.2,9,9,2,1,8,2,0.25,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,1,0,5,0,21,1,1,5.0,0,6,0.2857142857142857,0,0,0,0,2,0,0,0,0,1,0.0,0.0,simple,0,11,11,1,6,1.0,0,2,5,1,0,0,2,1.0,0,1,0,0.0,1,1,0,1,1,0,0.0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,2,0,3,0,24,1,1,3.0,0,11,0.4583333333333333,1,0,0,0,2,1,0,0,1,2,0.0,0.0,simple,0,7,7,0,5,1.0,0,0,3,1,1,1,1,0.5,0,1,0,1.0,1,2,0,1,1,0,0.0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,5,2,2,0,4,0,29,1,1,2.0,0,6,0.20689655172413793,0,0,0,0,2,1,0,1,0,1,0.0,0.0,simple,0,18,15,1,5,0.8333333333333334,0,3,10,5,0,0,2,1.0,0,4,1,0.0,5,2,0,1,1,0,0.0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,7,5,2,2,0,6,0,55,1,1,3.2,0,19,0.34545454545454546,0,0,0,0,9,1,0,2,1,1,0.0,0.0,simple,0,27,24,1,7,0.8888888888888888,0,4,16,5,1,1,2,0.6666666666666666,0,5,0,0.2,5,2,0,1,1,0,0.0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,2,0,1,0,1,0,23,1,1,1.0,0,12,0.5217391304347826,0,0,0,0,2,2,0,1,0,2,0.0,0.0,simple,0,7,5,0,5,0.7142857142857143,0,1,2,2,1,0,0,0.0,0,0,2,0.5,2,1,0,1,0,1,0.0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,10,7,11,0,12,0,147,1,1,3.9,1,25,0.17006802721088435,2,0,0,0,3,3,0,0,2,2,0.0,0.0,moderate,1,91,93,6,12,1.021978021978022,1,1,39,10,4,3,7,0.6363636363636364,0,7,3,0.4,8,11,0,1,6,0,0.0,0
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,12,15,6,8,1,13,0,146,1,1,2.466666666666667,1,28,0.1917808219178082,0,0,0,0,6,13,0,7,2,5,0.0,0.0,complex,2,91,84,0,22,0.9230769230769231,0,4,37,15,8,4,6,0.42857142857142855,0,10,5,0.5333333333333333,11,8,3,1,5,6,0.6,6
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,4,3,1,1,0,3,0,23,1,1,1.6666666666666667,0,6,0.2608695652173913,2,0,0,0,5,2,0,3,0,3,0.0,0.0,simple,0,10,8,0,3,0.8,0,1,5,3,5,1,1,0.16666666666666666,0,3,0,1.6666666666666667,4,1,1,1,1,1,1.0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,16,58,39,8,20,2,17,0,708,6,1,3.6153846153846154,3,181,0.2556497175141243,7,1,3,0,59,20,0,19,6,4,0.0,0.0,critical,3,357,347,3,21,0.9719887955182073,0,39,141,39,51,4,8,0.13559322033898305,0,32,7,1.3076923076923077,22,20,10,1,4,25,2.5,22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,1,1,0,3,0,33,1,1,1.6666666666666667,0,8,0.24242424242424243,2,0,0,0,3,0,0,0,0,1,0.0,0.0,simple,0,14,12,0,5,0.8571428571428571,0,0,5,3,4,1,1,0.2,0,3,0,1.3333333333333333,2,1,1,1,1,1,1.0,1
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,21,13,22,4,1,36,0,255,2,1,5.538461538461538,1,32,0.12549019607843137,2,7,0,0,21,8,0,5,5,3,0.0,0.0,complex,2,166,161,3,28,0.9698795180722891,1,27,72,13,11,2,22,0.6666666666666666,0,10,3,0.8461538461538461,6,4,2,1,13,5,0.15384615384615385,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,1,0,1,0,15,1,1,1.0,0,8,0.5333333333333333,0,0,0,0,3,0,0,0,0,1,0.0,0.0,simple,0,3,1,0,1,0.3333333333333333,0,0,2,2,0,0,0,0.0,0,1,1,0.0,2,1,0,1,0,1,0.0,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,1,2,0,1,0,26,1,1,1.0,0,7,0.2692307692307692,1,0,0,0,3,1,0,0,0,2,0.0,0.0,simple,0,11,8,0,5,0.7272727272727273,0,0,3,3,1,1,1,0.5,0,3,0,0.3333333333333333,3,2,1,1,1,1,1.0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,2,0,3,0,22,1,1,1.6666666666666667,0,8,0.36363636363636365,0,0,0,0,2,0,0,0,0,1,0.0,0.0,simple,0,9,6,0,3,0.6666666666666666,0,1,5,3,0,0,0,0.0,0,2,1,0.0,3,2,1,1,0,1,0.0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,3,0,4,0,1,0,259,9,1,1.0,0,117,0.4517374517374517,0,0,3,0,26,3,0,0,0,1,0.0,0.0,simple,0,10,7,0,4,0.7,0,0,3,3,1,1,0,0.0,0,2,1,0.3333333333333333,3,4,0,1,0,0,0.0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,1,0,1,0,13,1,1,1.0,0,6,0.46153846153846156,0,0,0,0,3,0,0,0,0,1,0.0,0.0,simple,0,3,1,0,1,0.3333333333333333,0,0,2,2,0,0,0,0.0,0,1,1,0.0,2,1,1,1,0,1,0.0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,7,0,1,0,1,0,41,1,1,1.0,0,19,0.4634146341463415,0,0,0,0,2,0,0,0,0,1,0.0,0.0,simple,0,13,6,0,1,0.46153846153846156,0,0,7,7,0,0,0,0.0,0,6,1,0.0,7,1,3,1,0,6,0.0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,1,0,1,0,19,1,1,1.0,0,12,0.631578947368421,0,0,0,0,2,0,0,0,0,1,0.0,0.0,simple,0,3,1,0,1,0.3333333333333333,0,0,2,2,0,0,0,0.0,0,1,1,0.0,2,1,1,1,0,1,0.0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,3,0,2,0,1,0,24,1,1,1.0,0,7,0.2916666666666667,0,0,0,0,6,0,0,1,0,1,0.0,0.0,simple,0,9,6,0,4,0.6666666666666666,0,2,3,3,1,1,0,0.0,0,3,0,0.3333333333333333,3,2,2,1,0,4,0.0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,1,0,1,0,15,1,1,1.0,0,8,0.5333333333333333,0,0,0,0,2,0,0,0,0,1,0.0,0.0,simple,0,3,1,0,1,0.3333333333333333,0,0,2,2,0,0,0,0.0,0,1,1,0.0,2,1,1,1,0,1,0.0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,1,0,14,1,1,1.0,0,7,0.5,0,0,0,0,2,0,0,0,0,1,0.0,0.0,simple,0,2,1,0,1,0.5,0,0,1,1,0,0,0,0.0,0,1,0,0.0,1,1,1,1,0,2,0.0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1,0,1,0,1,0,17,1,1,1.0,0,8,0.47058823529411764,0,0,0,0,5,0,0,1,0,1,0.0,0.0,simple,0,4,3,0,3,0.75,0,0,1,1,1,1,0,0.0,0,1,0,1.0,1,1,1,1,0,2,0.0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,2,0,3,0,20,1,1,2.0,0,8,0.4,0,0,0,0,2,0,0,0,0,1,0.0,0.0,simple,0,8,6,0,3,0.75,0,1,4,2,0,0,0,0.0,0,1,1,0.0,2,2,1,1,0,1,0.0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,1,0,1,0,15,1,1,1.0,0,8,0.5333333333333333,0,0,0,0,2,0,0,0,0,1,0.0,0.0,simple,0,3,1,0,1,0.3333333333333333,0,0,2,2,0,0,0,0.0,0,1,1,0.0,2,1,1,1,0,1,0.0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,1,2,0,1,0,28,1,1,1.0,0,8,0.2857142857142857,2,0,0,0,2,0,0,0,0,1,0.0,0.0,simple,0,12,7,0,3,0.5833333333333334,0,1,5,5,4,1,1,0.2,0,4,1,0.8,3,2,2,1,1,3,2.0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,1,0,1,0,15,1,1,1.0,0,8,0.5333333333333333,0,0,0,0,2,0,0,0,0,1,0.0,0.0,simple,0,3,1,0,1,0.3333333333333333,0,0,2,2,0,0,0,0.0,0,1,1,0.0,2,1,1,1,0,1,0.0,1
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,16,5,4,4,0,5,1,65,2,1,2.2,0,6,0.09230769230769231,3,0,0,0,17,3,0,2,0,3,0.0,0.0,simple,0,17,15,0,4,0.8823529411764706,0,0,11,5,0,0,4,1.0,0,4,1,0.0,5,4,2,1,4,2,0.5,2
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,14,5,4,3,0,5,1,60,2,1,2.2,0,6,0.1,2,0,0,0,16,2,0,2,0,3,0.0,0.0,simple,0,16,14,0,4,0.875,0,0,11,5,0,0,4,1.0,0,4,1,0.0,5,3,2,1,4,2,0.5,2
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,3,2,3,0,1,1,26,1,1,1.0,0,9,0.34615384615384615,1,0,0,0,5,2,0,1,0,4,0.0,0.0,simple,0,10,7,0,6,0.7,0,0,3,3,1,1,2,0.6666666666666666,0,2,1,0.3333333333333333,3,3,1,1,2,1,0.5,1
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,26,6,4,4,0,5,1,86,2,1,2.6666666666666665,0,6,0.06976744186046512,3,0,0,0,25,4,0,2,0,4,0.0,0.0,simple,0,29,26,0,5,0.896551724137931,0,2,16,6,1,1,4,0.8,0,6,0,0.16666666666666666,5,4,4,1,4,4,1.0,4
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,15,5,4,3,0,5,1,62,2,1,2.2,0,6,0.0967741935483871,3,0,0,0,17,2,0,2,0,3,0.0,0.0,simple,0,16,14,0,4,0.875,0,0,11,5,0,0,4,1.0,0,4,1,0.0,5,3,2,1,4,2,0.5,2
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,3,2,1,0,3,1,21,1,1,1.6666666666666667,0,6,0.2857142857142857,0,0,0,0,4,1,0,1,0,3,0.0,0.0,simple,0,10,7,0,4,0.7,0,2,5,3,0,0,2,1.0,0,3,0,0.0,3,1,0,1,2,1,0.0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,4,2,0,2,2,1,0,43,3,1,1.0,0,9,0.20930232558139536,0,0,0,0,4,1,0,1,0,3,0.0,0.0,simple,0,5,3,0,3,0.6,0,0,2,2,2,1,0,0.0,0,1,1,1.0,3,2,0,1,0,0,0.0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,4,2,1,0,5,1,25,1,1,2.0,0,6,0.24,2,0,0,0,7,1,0,1,0,3,0.0,0.0,simple,0,12,10,0,4,0.8333333333333334,0,1,8,4,0,0,2,1.0,0,4,0,0.0,4,1,2,1,2,3,1.0,3
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,20,6,4,4,0,5,1,78,2,1,1.6666666666666667,0,6,0.07692307692307693,3,0,0,0,21,2,0,2,0,3,0.0,0.0,simple,0,20,16,0,4,0.8,0,0,10,6,3,1,4,0.5714285714285714,0,6,0,0.5,4,4,3,1,4,3,0.75,3
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,14,5,4,3,0,5,1,60,2,1,2.2,0,6,0.1,2,0,0,0,16,2,0,2,0,3,0.0,0.0,simple,0,16,14,0,4,0.875,0,0,11,5,0,0,4,1.0,0,4,1,0.0,5,3,2,1,4,2,0.5,2
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,15,5,4,3,0,5,1,63,2,1,2.2,0,6,0.09523809523809523,3,0,0,0,17,2,0,2,0,3,0.0,0.0,simple,0,16,14,0,4,0.875,0,0,11,5,0,0,4,1.0,0,4,1,0.0,5,3,2,1,4,2,0.5,2
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,22,6,4,4,0,5,1,78,2,1,2.3333333333333335,0,6,0.07692307692307693,3,0,0,0,23,2,0,2,0,3,0.0,0.0,simple,0,24,20,0,4,0.8333333333333334,0,2,14,6,1,1,4,0.8,0,6,0,0.16666666666666666,5,4,3,1,4,3,0.75,3
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,20,7,4,4,0,5,1,78,2,1,2.142857142857143,0,6,0.07692307692307693,3,0,0,0,21,2,0,2,0,3,0.0,0.0,simple,0,26,23,0,4,0.8846153846153846,0,0,15,7,3,1,4,0.5714285714285714,0,6,1,0.42857142857142855,5,4,3,1,4,3,0.75,3
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,1,2,1,0,1,1,17,1,1,1.0,0,7,0.4117647058823529,0,0,0,0,4,1,0,1,0,3,0.0,0.0,simple,0,6,5,0,5,0.8333333333333334,0,0,1,1,1,1,2,0.6666666666666666,0,1,0,1.0,1,1,0,1,2,0,0.0,0
